name,calories,carbs,fat,category
Egg Biscuit,510,41,29,Breakfast
Hot Sweet Potato Pie,350,41,19,Desserts
Classic Italian (Small),540,45,29,Sandwiches
Ultimate Turkey Club (Regular),730,71,31,Sandwiches
Mesquite Chicken (Large),1190,99,53,Sandwiches
California Chicken Club (Small),530,47,25,Sandwiches
Black Angus on Rosemary Parmesan (Regular),770,84,30,Sandwiches
Basil Pesto Chicken (Small),380,3,16,Sandwiches
Harvest Chicken (Wrap),820,109,37,Wraps
Mediterranean Chicken (Small),390,9,32,Salads
Broccoli Cheese (Bread Bowl),740,106,22,Soups
Cinnamon Sugar Cookie,510,73,22,Desserts
Lobster & Seafood Salad (Large),550,18,50,Salads
Turkey Bacon Guacamole,1160,106,57,Sandwiches
Honey Bacon Club (Small),480,51,21,Sandwiches
Pestos (Regular),770,71,31,Sandwiches
Peppercorn Prime Rib (Large),1110,99,57,Sandwiches
Prime Rib Philly (Small),560,50,28,Sandwiches
Chicken Bacon Ranch (Large),810,60,39,Sandwiches
Cobb (Large),620,13,52,Salads
Turkey Club (Slider),250,25,10,Sandwiches
Chicken Noodle (Large),210,26,7,Soups
Triple Play Cheese Melt,260,29,11,Sandwiches
Lobster & Seafood Salad (Small),350,10,32,Salads
Turkey Bacon Guacamole (Regular),850,77,42,Sandwiches
Meatball (Large),1250,104,72,Sandwiches
Pestos (Small),450,44,18,Sandwiches
Peppercorn Prime Rib (Regular),810,72,42,Sandwiches
French Dip (Large),1200,101,66,Sandwiches
Chicken Bacon Ranch (Small),460,34,23,Sandwiches
Cobb (Small),310,7,26,Salads
Smoky Chipotle Turkey (Slider),250,24,12,Sandwiches
Marinara,260,31,10,Sandwiches
Lobster & Seafood Salad Sub (Regular),760,75,41,Sandwiches
Classic Italian (Large),1150,99,61,Sandwiches
Meatball (Small),590,48,35,Sandwiches
Chicken Carbonara (Regular),920,69,44,Sandwiches
California Chicken Club (Large),1210,104,54,Sandwiches
French Dip (Small),560,48,30,Sandwiches
Greek Chicken (Small),430,34,21,Sandwiches
Honey Mustard Chicken  (Large),720,27,56,Salads
Mediterranean Chicken (Wrap),1080,71,71,Wraps
Marshmallow Treat,340,66,8,Desserts
Lobster & Seafood Salad Sub (Large),1020,98,57,Sandwiches
Turkey Bacon Guacamole (Small),540,49,27,Sandwiches
Meatball (Regular),950,77,56,Sandwiches
Chicken Carbonara (Large),1280,95,61,Sandwiches
Peppercorn Prime Rib (Small),520,45,26,Sandwiches
French Dip (Regular),880,74,48,Sandwiches
Greek Chicken (Large),750,60,36,Sandwiches
Honey Mustard Chicken (Wrap),1030,80,64,Wraps
Meatball (Slider),360,28,21,Sandwiches
Monster Meatball,330,27,19,Kid's Meals
Lobster & Seafood Salad Sub (Small),480,47,25,Sandwiches
Classic Italian (Regular),850,72,45,Sandwiches
Ultimate Turkey Club (Large),990,98,42,Sandwiches
Chicken Carbonara (Small),550,43,27,Sandwiches
California Chicken Club (Regular),870,75,40,Sandwiches
Black Angus on Rosemary Parmesan (Large),1050,115,41,Sandwiches
Basil Pesto Chicken (Large),680,5,28,Sandwiches
Honey Mustard Chicken (Small),360,14,28,Salads
Mediterranean Chicken (Large),770,18,63,Salads
Chocolate Brownie,400,54,20,Desserts
6 Meat Deli Stack (Large),1060,101,48,Entrees
Ultimate Turkey Club (Small),470,45,20,Sandwiches
Mesquite Chicken (Regular),850,72,38,Sandwiches
Baja Chicken (Large),1350,113,65,Sandwiches
Black Angus on Rosemary Parmesan (Small),500,52,20,Sandwiches
Little Italy (Large),790,3,45,Sandwiches
Harvest Chicken (Large),510,56,29,Salads
Peppercorn Caesar with Chicken (Wrap),1050,68,70,Wraps
Broccoli Cheese (Large),270,24,14,Soups
Ultimate Chocolate Chunk Cookie,500,68,24,Desserts
Lobster & Seafood Salad (Wrap),860,71,58,Wraps
The Traditional (Small),450,45,20,Sandwiches
Honey Bacon Club (Regular),770,81,33,Sandwiches
Pestos (Large),1080,98,43,Sandwiches
Double Cheese Prime Rib (Small),520,47,25,Sandwiches
Prime Rib Philly (Regular),890,80,45,Sandwiches
Sonoma Turkey (Small),360,35,15,Sandwiches
Cobb (Wrap),930,66,60,Wraps
"Beef, Bacon and Cheddar (Slider)",260,25,11,Sandwiches
Chili (Small),280,27,11,Soups
6 Meat Deli Stack (Small),500,46,23,Entrees
The Traditional (Regular),720,72,32,Sandwiches
Honey Bacon Club (Large),1080,114,46,Sandwiches
Baja Chicken (Small),590,51,29,Sandwiches
Double Cheese Prime Rib (Regular),810,75,38,Sandwiches
Prime Rib Philly (Large),1110,99,57,Sandwiches
Sonoma Turkey (Large),610,61,25,Sandwiches
Peppercorn Caesar with Chicken (Small),370,7,31,Salads
BLT Classic (Slider),220,24,9,Sandwiches
Chili (Large),430,40,17,Soups
6 Meat Deli Stack (Regular),780,73,36,Entrees
The Traditional (Large),980,99,44,Sandwiches
Mesquite Chicken (Small),510,45,24,Sandwiches
Baja Chicken  (Regular),970,82,47,Sandwiches
Double Cheese Prime Rib (Large),1110,102,52,Sandwiches
Little Italy (Small),480,2,28,Sandwiches
Harvest Chicken (Small),260,28,14,Salads
Peppercorn Caesar with Chicken (Large),740,15,62,Salads
Broccoli Cheese (Small),180,17,9,Soups
Chili (Bread Bowl),840,115,24,Soups
All-American Patty Melt,1315,60,98,Burgers
Burnin Love Burger,931,54,60,Burgers
BLTA Croissant,763,56,44,Sandwiches
Jump Starter Cheese Sticks,603,48,33,Appetizers
Creamy Spinach & Artichoke Dip,1117,101,60,Appetizers
Southwest Grilled Chicken Salad,870,43,55,Salads
Triple S Riblets & Chicken Combo,1274,87,59,Entrees
Buffalo Clucks & Fries,1696,100,121,Entrees
Coleslaw,252,23,18,Sides
House Salad,115,10,3,Salads
Rad Garden Burger,282,40,6,Kid's Meals
Kids Raspberry Limeade,112,29,0,Kid's Meals
Kid's Chocolate Milkshake,437,71,16,Kid's Meals
Kids Groovy Smoothie,207,49,2,Kid's Meals
Birthday Sundae,376,49,18,Desserts
Monster Malt Banana,815,129,30,Shakes
Monster Malt Raspberry,1105,168,30,Shakes
Monster Shake Vanilla,588,83,28,Shakes
Cherry Lime Flip,260,43,0,Drinks
Tropical Mai Tai,277,38,0,Drinks
One Great Margarita - Peach,291,48,0,Drinks
Pub Burger,957,57,55,Burgers
Natural Burger,571,52,24,Burgers
Caesar's Chicken Wrap,851,69,43,Wraps
Chili Chili con Queso,1370,109,88,Appetizers
Just-In Quesadilla w/Chicken,1136,78,60,Appetizers
Avo-Cobb-o Salad,726,40,37,Salads
Triple S Riblets & Clucks Combo,1241,78,70,Entrees
Ensenada Chicken Platter 2pc,720,24,38,Entrees
Chicken Tortilla Soup Cup,207,16,10,Soups
Carnival Corn Dog,295,36,12,Kid's Meals
Rad Robin Burger,286,28,12,Kid's Meals
Kid's Root Beer Float,138,30,3,Kid's Meals
Kid's Banana Malt,471,73,18,Kid's Meals
Kid's Vanilla Milkshake,323,45,15,Kid's Meals
Peach Iced Tea,103,26,0,Drinks
Classic Banana Malt,471,73,18,Shakes
Monster Malt Strawberry,749,113,30,Shakes
Monster Rookie Magic Shake,883,127,40,Shakes
Classic Mojito,240,40,0,Drinks
Bailey's Irish Cream Shake,381,40,17,Drinks
Gold Margarita - Mango,390,74,0,Drinks
The Banzai Burger®,1037,68,62,Burgers
Whiskey River BBQ Chicken Sandwich,959,72,51,Sandwiches
Whiskey River BBQ Chicken Wrap,1120,83,62,Wraps
Jump Starter Jalapeno Coins,773,49,61,Appetizers
Just-In Quesadilla Vegetarian,938,77,53,Appetizers
Crispy Chicken Tender Salad,1450,86,97,Salads
Clam Strips,1440,139,84,Seafood
Ensenada Chicken Platter 1pc,579,24,36,Entrees
"Clam Chowder Soup, Cup",347,25,22,Soups
Cheesy Mac 'n Cheesy,420,42,22,Kid's Meals
Rad Turkey Burger,403,29,22,Kid's Meals
Kid's Apple Slices,20,8,0,Kid's Meals
Kid's Chocolate Malt,509,83,18,Kid's Meals
Kid's Strawberry Milkshake,334,48,15,Kid's Meals
Freckled Lemonade,126,32,0,Drinks
Classic Chocolate Malt,509,83,18,Shakes
Monster Malt Vanilla,757,113,31,Shakes
Classic Vanilla Milkshake,323,45,15,Shakes
Electric Watermelon,360,47,0,Drinks
Strawberry Daiquiri,225,35,0,Drinks
Gold Margarita - Frozen,169,18,0,Drinks
Bleu Ribbon Burger,1001,70,57,Burgers
Chicken Caprese Sandwich,676,52,29,Sandwiches
Crispy Arctic Cod Sandwich,608,62,29,Sandwiches
Guacamole & Salsa with Chips,780,87,46,Appetizers
Nacho Ordinary Chili Nachos w/Chicken,2090,133,131,Appetizers
Mighty Caesar w/ Grilled Chicken Salad,800,43,47,Salads
Southwest Chicken Pasta,1170,128,45,Entrees
Jumbo Shrimp & Slaw Platter,1256,148,56,Entrees
"French Onion Soup, Cup",254,22,13,Soups
Chick-Chick-Chicken Fingers Kid's Meal,372,19,22,Kid's Meals
Red Robinetti Spaghetti,297,56,2,Kid's Meals
Kid's Steak Fries,217,30,9,Kid's Meals
Kid's Peach Malt,471,73,18,Kid's Meals
Kid's Banana Milkshake,378,59,15,Kid's Meals
Freckled Lemonade Light,68,17,0,Drinks
Classic Peach Malt,471,73,18,Shakes
Monster Shake Banana,646,99,27,Shakes
Classic Strawberry Milkshake,334,48,15,Shakes
Flat On Your Beak,280,31,0,Drinks
Peach Daiquiri,255,45,0,Drinks
One Great Margarita-Mango,395,73,0,Drinks
Royal Red Robin Burger®,1126,52,83,Burgers
Simply Grilled Chicken Sandwich,420,51,8,Sandwiches
Grilled Salmon Sandwich,569,52,22,Sandwiches
Towering Onion Rings®,1770,171,112,Appetizers
Nacho Ordinary Chili Nachos,1963,132,129,Appetizers
Mighty Caesar w/ Blackened Chicken Salad,800,43,47,Salads
Southwest Pasta w/o Chicken,1030,128,42,Entrees
Red Robin Steak Fries,434,60,18,Sides
Red's Homemade Chili Chili™ - Cup,276,13,16,Soups
Chick-n-Cheese Quesadilla,568,33,26,Kid's Meals
Red's Cheese Pizza,605,58,27,Kid's Meals
Kid's Side Baby Carrots & Ranch,300,6,30,Kid's Meals
Kid's Raspberry Malt,666,99,18,Kid's Meals
Kid's Raspberry Milkshake,271,33,15,Kid's Meals
Raspberry Iced Tea,103,26,0,Drinks
Classic Raspberry Malt,666,99,18,Shakes
Monster Shake Chocolate,735,118,28,Shakes
Classic Banana Milkshake,378,59,15,Shakes
Strawberry Lemon Vojito,240,29,0,Drinks
Banana Daiquiri,353,66,0,Drinks
Platinum Patron Margarita,180,19,0,Drinks
Gourmet Cheeseburger,934,54,60,Burgers
Teriyaki Chicken Sandwich,900,65,47,Sandwiches
Grilled Turkey Burger,642,50,37,Burgers
Triple S Riblet Appetizer,884,62,47,Appetizers
RR's Buzzard Wings®,1076,4,84,Appetizers
Mighty Caesar w/ Grilled Salmon Salad,865,43,51,Salads
Triple S Riblet & Classic Creamy Mac n Cheese,1921,121,117,Entrees
Steamed Carrots,40,9,0,Sides
Chicken Tortilla Soup Bowl,414,32,20,Soups
Grilled Cheesewich,430,31,29,Kid's Meals
Red's Pizzeria Pizza,690,58,35,Kid's Meals
Kid's Melon Wedges,61,15,0,Kid's Meals
Kid's Strawberry Malt,426,62,18,Kid's Meals
Kid's Peach Milkshake,378,59,15,Kid's Meals
Pomegranate Iced Tea,96,23,0,Drinks
Classic Strawberry Malt,426,62,18,Shakes
Classic Rookie Magic Shake,586,83,27,Shakes
Classic Raspberry Milkshake,271,33,15,Shakes
T.N.T.,240,28,0,Drinks
Raspberry Daiquiri,550,82,0,Drinks
Ultimate Margarita - Rocks,189,20,0,Drinks
Red Robin Bacon Cheeseburger,1036,52,69,Burgers
Bruschetta Chicken Sandwich,671,55,30,Sandwiches
Garden Burger,479,74,13,Burgers
Jump Starter Kettle-Cooked Chips,725,50,56,Appetizers
Apple Harvest Chicken Salad,812,64,44,Salads
Mighty Caesar Salad,648,43,44,Salads
Reds Nantucket Seafood Scatter,1139,87,69,Seafood
Classic Creamy Mac n Cheese,410,28,25,Sides
"Clam Chowder Soup, Bowl",695,50,43,Soups
Chick On A Stick,152,0,4,Kid's Meals
Kid's Chocolate Milk,274,39,9,Kid's Meals
Kid's Side Salad,38,7,1,Kid's Meals
Kid's Vanilla Malt,414,60,18,Kid's Meals
Hot Fudge Sundae,800,111,36,Desserts
Very Berry Raspberry Limeade,202,50,0,Drinks
Classic Vanilla Malt,414,60,18,Shakes
Monster Shake Mint Brownie,848,120,42,Shakes
Classic Peach Milkshake,378,59,15,Shakes
Screaming Red Zombie,280,32,0,Drinks
One Great Margarita-Frozen,197,24,0,Drinks
Gold Margarita - Rocks,174,20,0,Drinks
Sautéed 'Shroom Burger,961,58,56,Burgers
Crispy Chicken Sandwich,912,70,54,Sandwiches
Lettuce-Wrap Your Burger,422,8,27,Burgers
Jump Starter Mushrooms,320,44,12,Appetizers
Grilled Chicken alla Caprese,646,35,34,Salads
Classic Creamy Mac 'N' Cheese,1230,91,73,Entrees
Prime Rib Dip,1008,74,55,Entrees
Steamed Broccoli,30,6,0,Sides
"French Onion Soup, Bowl",508,45,25,Soups
Parmesan Noodles,427,43,24,Kid's Meals
Kid's Milk,220,16,12,Kid's Meals
Kid's Mandarin Oranges,28,7,0,Kid's Meals
Kid's Strawberry Smoothie,122,30,0,Kid's Meals
Hot Apple Crisp,784,165,13,Desserts
Hawaiian Heart Throb Smoothie,431,100,3,Shakes
Classic Mint Brownie Shake,479,66,24,Shakes
Monster Shake Peach,646,99,27,Shakes
Kahlua Jamaican Shake,313,38,11,Shakes
Nuclear Ice Tea,280,24,0,Drinks
One Great Margarita - Rocks,191,22,0,Drinks
Gold Margarita - Strawberry,203,25,0,Drinks
Guacamole Bacon Burger,1052,56,64,Burgers
California Chicken Sandwich,829,53,43,Sandwiches
Vegan Boca Burger,546,62,21,Burgers
Jump Starter Zucchini,435,15,39,Appetizers
Mighty Caesar w/ Blackened Salmon Salad,790,43,48,Salads
Triple S Riblet Basket,1430,59,85,Entrees
Arctic Cod Fish & Chips,1117,83,67,Entrees
Kettle-Cooked Chips,725,50,56,Sides
Red's Homemade Chili Chili™ - Bowl,551,26,32,Soups
Rad Vegan Boca Burger,289,39,4,Kid's Meals
Kid's Freckled Lemonade,80,21,0,Kid's Meals
Kid's Side Broccoli,20,4,0,Kid's Meals
Kid's Rookie Magic Milkshake,586,83,27,Kid's Meals
Mountain High Mudd Pie,1373,184,63,Desserts
Groovy Smoothie,314,76,2,Shakes
Monster Malt Chocolate,904,148,31,Shakes
Monster Shake Raspberry,936,138,27,Shakes
Jungle Shake,453,56,15,Shakes
Absolut Lemonade,202,31,0,Drinks
One Great Margarita - Strawberry,251,36,0,Drinks
Gold Margarita - Raspberry,463,67,0,Drinks
Wiskey River BBQ Burger,1119,72,68,Burgers
A.1.® Peppercorn Burger,1029,69,59,Burgers
Blackened Chicken Sandwich,686,52,33,Sandwiches
Jump Starter Onion Rings,653,71,38,Appetizers
Jump Starter Clam Strips,670,42,50,Appetizers
Simply Grilled Chicken Salad,567,45,22,Salads
Clucks & Shrimp Combo,1067,69,70,Entrees
Clucks & Fries,1452,100,92,Entrees
Melon Wedges,61,15,0,Sides
Side Caesar Salad,313,21,21,Salads
Rad Chicken Burger,302,28,6,Kid's Meals
Kid's Freckled Lemonade light,31,8,0,Kid's Meals
Kid's Mint Brownie Shake,479,66,24,Kid's Meals
Kids Hawaiian Heart Throb Smoothie,300,69,2,Kid's Meals
Kid's Sundae,376,49,18,Kid's Meals
Classic Chocolate Milkshake,437,71,16,Shakes
Monster Malt Peach,815,129,30,Shakes
Monster Shake Strawberry,579,83,27,Shakes
Absolutely Absolut Freckled Lemonade,350,39,0,Drinks
Sand In Your Shorts,357,51,0,Drinks
One Great Margarita - Raspberry,576,83,0,Drinks
Gold Margarita - Peach,274,45,0,Drinks
Goat Cheese Peppadew Peppers,360,42,18,Appetizers
Caprese Panini,920,62,61,Sandwiches
Roasted Mushroom Soup,220,18,10,Entrees
Caprese,480,10,40,Appetizers
"Mac & Cheese Bites, Truffle Dip",990,45,78,Appetizers
Ricotta Meatball Sliders,740,62,45,Sandwiches
Sausage & Kale Soup,170,14,8,Entrees
Parmesan Fries,790,61,57,Appetizers
Side Of Parmesan Fries,700,59,48,Sandwiches
Fresh Greens Salad (Includes Dressing),110,9,8,Entrees
Salad Sampler (Includes Dressing),1030,36,80,Salads
Wild Mushroom & Goat Cheese Flatbread,910,83,46,Pizzas
Fettuccine Alfredo With Shrimp,1350,91,87,Entrees
Chicken & Mushroom Cannelloni,780,39,68,Entrees
Parmesan-Crusted Sole,1550,99,104,Entrees
Whole Wheat Fettuccine,490,88,7,Entrees
Fresh Spinach,5,1,0,Entrees
Shrimp,180,0,15,Entrees
Gelato: Dark Chocolate,260,36,12,Desserts
Pomegranate Italian Soda,130,31,0,Drinks
Margarita Prima,440,52,0,Drinks
Baked Prosciutto & Mozzarella,800,53,46,Appetizers
Stuffed Mushrooms,640,21,66,Appetizers
Side Fresh Greens Salad (Includes Dressing),110,9,8,Sandwiches
Capellini Pomodoro,340,55,11,Entrees
Lentil Soup,440,28,12,Soups
Eggplant Quadratini,910,115,33,Entrees
Lobster Ravioli,710,39,41,Entrees
Chicken Parmesan,940,74,57,Entrees
Pan-Roasted Pork Chop,1370,58,91,Entrees
Arrabbiata Sauce,230,21,11,Entrees
Roasted Peppers,5,2,0,Entrees
Chicken Strips With Fries,650,58,37,Kid's Meals
Homemade Chocolate Cake,990,114,56,Desserts
San Pellegrino® Sparkling Mineral Water,0,0,0,Drinks
Calamari Fritti,850,58,51,Appetizers
Spicy Herb-Roasted Mussels,1240,92,66,Appetizers
Half Roasted Turkey,300,26,13,Entrees
Whole Wheat Fettuccine,530,52,23,Entrees
Sausage & Kale Soup,170,14,8,Soups
Pesto Spaghetti,1140,103,55,Entrees
Mom’S Ricotta Meatballs & Spaghetti (Bolognese),1190,95,70,Entrees
Chicken Under A Brick,1440,24,115,Entrees
Capellini,340,61,6,Entrees
Bolognese Sauce,430,20,25,Entrees
Snap Peas,10,2,0,Entrees
Grilled Chicken & Pasta,350,43,6,Kid's Meals
New York Style Cheesecake,760,61,52,Desserts
Ginger Root Soda,150,36,2,Drinks
Bruschetta Crostini,460,30,34,Appetizers
"Shrimp, Cannellini Bean & Avocado Crostini",650,41,47,Appetizers
Half Caprese Panini,460,31,31,Entrees
Carmela’S Chicken,460,56,15,Entrees
Roasted Mushroom Soup,220,18,10,Soups
Pasta Di Mare,1320,118,58,Entrees
Mama’S Trio,1510,96,98,Entrees
Chicken Scaloppine,1180,55,81,Entrees
Veal Saltimbocca,1320,81,73,Entrees
Basil Pesto Sauce,560,4,59,Entrees
Roasted Tomatoes,15,1,1,Entrees
Chicken Strips With Salad,470,22,32,Kid's Meals
Lemon Passion,580,65,33,Desserts
Coffee,0,0,0,Drinks
Crispy Artichoke Potato Cakes,820,41,72,Appetizers
Peasant Bread,480,89,6,Appetizers
Pomodorina Soup,190,16,12,Entrees
Bibb & Blue (Includes Dressing),680,23,56,Salads
Italian Sausage Pizza,1100,100,52,Pizzas
Whole Wheat Fettuccine,1060,105,46,Entrees
Mom’S Ricotta Meatballs & Spaghetti (Pomodoro),960,91,55,Entrees
Grilled Chicken Spiedini,410,38,11,Entrees
Farfalle,450,91,4,Entrees
Garlic Cream Sauce,270,14,20,Entrees
Italian Sausage,430,2,39,Entrees
Mac & Cheese,630,66,29,Kid's Meals
Quattro Cannoli,320,45,27,Desserts
Limonata Nojito,170,47,0,Drinks
Sorrento Lemonade,390,35,0,Drinks
Spicy Ricotta Meatballs,370,17,29,Appetizers
Side Caesar Salad (Includes Dressing),160,8,13,Sandwiches
Market Chop (Includes Dressing),480,11,37,Entrees
"Warm Spinach Salad (Includes Dressing, No Protein)",340,17,25,Salads
Pomodorina Soup,190,16,12,Soups
Carbonara,1260,101,68,Entrees
Lasagna Bolognese,720,46,38,Entrees
Chicken Marsala,810,61,35,Entrees
Florentine Steak & Frites,1670,77,113,Entrees
Alfredo Sauce,880,14,79,Entrees
Roasted Mushrooms,25,1,2,Entrees
Chicken Strips With Broccolini,380,25,20,Kid's Meals
Gelato: Double Vanilla,290,40,12,Desserts
Minute Maid® Lemonade,150,46,0,Drinks
Mediterranean Olives (Without Bread),150,4,16,Appetizers
Roasted Turkey,600,52,25,Sandwiches
Caesar Salad (Includes Dressing),160,8,13,Entrees
Parmesan-Crusted Chicken (Includes Dressing),930,53,58,Salads
Smoky Shrimp Flatbread,1180,77,66,Pizzas
Fettuccine Alfredo With Chicken,1470,94,88,Entrees
Shrimp Portofino,900,57,60,Entrees
Pan-Seared Branzino,570,29,36,Entrees
Spaghetti,340,61,6,Entrees
Cannellini Beans,15,3,0,Entrees
Rosemary Ham,260,2,18,Entrees
Spaghetti & Pomodoro,310,46,9,Kid's Meals
Blood Orange Italian Soda,130,31,0,Drinks
Italian Mojito,290,33,0,Drinks
Crispy Fresh Mozzarella,790,20,66,Appetizers
Zucchini Fritti,840,81,51,Appetizers
Lentil Soup,440,28,12,Entrees
Caesar (Includes Dressing),420,11,39,Salads
Add Scallops,280,4,15,Sides
Margherita Pizza,840,101,31,Pizzas
Carmela’S Chicken,930,111,31,Chicken
Mushroom Ravioli,900,52,62,Entrees
Pollo Caprese,560,31,22,Entrees
Gluten-Free Penne,400,91,2,Entrees
Pomodoro Sauce,190,15,10,Entrees
Pancetta,400,2,37,Entrees
Pepperoni Pizza,440,48,17,Kid's Meals
Sorbet: White Peach,160,39,0,Desserts
Cranberry Orange Spritz,140,36,0,Drinks
Wine - 6 Ounces,150,5,0,Drinks
Market Chop (Includes Dressing),1010,33,71,Salads
Roasted Chicken & Arugula Flatbread,1060,83,50,Pizzas
Fettuccine Alfredo,1180,91,73,Entrees
Penne Rustica,1160,110,49,Entrees
Grilled Shrimp Spiedini,380,41,9,Entrees
Rigatoni,450,91,4,Entrees
Broccolini,10,2,0,Entrees
Roasted Chicken,290,3,16,Entrees
Spaghetti & Meatballs,460,51,23,Kid's Meals
White Peach Italian Soda,130,31,0,Drinks
Blood Orange Cosmo,200,14,0,Drinks
Light Beer - 12 Ounces,110,7,0,Drinks
Primo Pepperoni Pizza,980,97,41,Pizzas
Eggplant Parmesan,950,76,56,Entrees
Pasta Milano,1010,111,42,Entrees
Grilled King Salmon,1110,71,68,Entrees
Penne,450,91,4,Entrees
Asparagus,5,1,0,Entrees
Ricotta Meatballs,290,9,19,Entrees
Spaghetti & Meat Sauce,420,48,16,Kid's Meals
Tiramisu,690,54,48,Desserts
Bellini Cipriani,120,7,0,Drinks
Beer - 12 Ounces,150,11,0,Drinks
Creole Catch - F&T,335,9,15,Seafood
Sugar Snap Peas - F&T,113,8,6,Sides
Grilled Chicken Salad,795,48,28,Salads
White Bean Chicken Chili,300,37,10,Soups
Fire Wings,178,4,11,Entrees
Baja Chicken Tacos,712,41,40,Appetizers
Petite Chicken Fresco,397,25,21,Chicken
Turkey Minis,791,81,40,Sandwiches
Jamaican Jerk Shrimp,625,99,12,Seafood
Asiago Peppercorn Sirloin*,401,3,20,Entrees
Chicken Bella,405,8,18,Chicken
Petite Sirloin* & Lobster Tail,494,3,25,Entrees
Triple Prime Cheddar Burger*,1076,47,77,Burgers
Fresh Steamed Broccoli,53,7,2,Sides
Roasted Spaghetti Squash,54,6,3,Sides
New Orleans Seafood,365,2,19,Seafood
Kid Mac 'n Cheese,680,61,37,Kid's Meals
Fresh Grilled Zucchini,41,4,2,Kid's Meals
Bella Chicken Omelet,1262,23,53,Breakfast
Freshly Made Lemonade - Blackberry,203,9,0,Drinks
POM Tea,94,13,2,Drinks
Blondie for Two,918,129,40,Desserts
Freshly Made Lemonade - Raspberry,199,8,0,Drinks
Tropical Sunrise,193,22,2,Drinks
Spaghetti Squash Marinara - F&T,257,29,12,Entrees
Petite Creole Catch - F&T,284,18,14,Seafood
Creole Catch,240,0,10,Seafood
White Cheddar Mashed Potatoes,223,21,14,Sides
Fried Mozzarella,101,10,4,Appetizers
Grilled Chicken Salad,795,48,28,Salads
Petite Zucchini Cakes,397,38,19,Entrees
Baja Chicken Quesadilla,1503,57,95,Chicken
Herb-Crusted Tilapia,401,11,24,Seafood
Asian Sesame Glazed Half-Rack,506,16,29,Entrees
Barbecue Grilled Chicken,295,16,4,Chicken
Alpine Swiss Burger*,1017,60,65,Burgers
Buffalo Chicken Burger,888,70,49,Burgers
White Cheddar Mashed Potatoes,223,21,14,Sides
Sweet Potato Fries,330,54,12,Sides
Mediterranean Shrimp Pasta,1090,80,62,Entrees
Kid Pasta Marinara,469,86,7,Kid's Meals
Honest Kids Super Fruit Punch,40,10,0,Kid's Meals
Mini Benedicts - Crispy Southern Chicken,949,79,57,Breakfast
Freshly Made Lemonade - Pomegranate,195,12,0,Drinks
Berry Fusion,148,5,0,Drinks
Double Chocolate Cake,813,114,36,Desserts
Handcrafted Fruit Tea - Blackberry,142,10,2,Drinks
Filet*,402,2,21,Entrees
Fresh Grilled Zucchini - F&T,41,4,2,Sides
Petite Sliced Sirloin* - F&T,398,20,21,Entrees
New Orleans Seafood,365,2,19,Seafood
Creamy Mashed Cauliflower,136,14,8,Sides
Southwestern Spring Rolls,158,18,8,Appetizers
Blue Cheese Iceberg Tower - entrée,1066,28,90,Salads
Petite Spaghetti Squash Marinara,177,17,9,Entrees
Crab Cake Dinner,300,14,20,Seafood
Chef's Cut Sirloin*,564,5,29,Entrees
Memphis Dry Rub Half-Rack,460,6,29,Entrees
Chicken & Broccoli Pasta,1521,96,92,Entrees
Boston Blue Burger*,1165,82,72,Burgers
Avocado Grilled Chicken Sandwich,936,56,47,Burgers
Onion Rings,342,37,19,Sides
Sauteed Baby Portabella Mushrooms,140,6,10,Sides
Asiago Peppercorn Sirloin*,401,3,20,Entrees
Kid Turkey Minis,679,58,36,Kid's Meals
Berry Good Yogurt Parfait,162,28,3,Breakfast
Sunrise Quesadilla - Bacon Avocado,1653,49,121,Breakfast
Freshly Made Lemonade - Strawberry,206,16,0,Drinks
Peach Splash,152,9,0,Drinks
New York Cheesecake,736,84,60,Desserts
Handcrafted Fruit Tea - Mixed Berry,142,9,2,Drinks
Petite Sirloin* & Lobster Mac 'n Cheese,903,35,51,Entrees
Fresh Grilled Asparagus (when in season) - F&T,78,5,5,Sides
Petite Chicken Fresco - F&T,397,25,21,Chicken
Grilled Chicken Wrap,463,43,17,Sandwiches
Baked Potato - Plain,259,52,2,Sides
Queso & Chips,317,28,20,Appetizers
Carolina Chicken Salad,1101,52,46,Salads
Petite Parmesan Shrimp Pasta,678,54,36,Entrees
Asian Glazed Salmon,417,14,25,Seafood
New Orleans Seafood,365,2,19,Seafood
Classic Barbecue Half-Rack,500,29,24,Entrees
Parmesan Shrimp Pasta,1065,88,54,Entrees
Bacon Cheeseburger*,1007,58,67,Burgers
Chicken BLT,898,70,48,Burgers
Baked Mac 'n Cheese,465,32,28,Sides
Sugar Snap Peas,113,8,6,Sides
Cajun Jambalaya Pasta,930,76,44,Entrees
Kid Sundae,392,53,19,Kid's Meals
Garlic Cheese Biscuit,110,12,5,Breakfast
Mini Benedicts - Steak,934,72,54,Breakfast
Freshly Made Lemonade - Raspberry,199,8,0,Drinks
Tropical Sunrise,193,22,2,Drinks
Italian Cream Cake,990,110,56,Desserts
Handcrafted Fruit Tea - Mango,94,9,3,Drinks
Seafood Trio,522,7,34,Seafood
Jumbo Lump Crab Cake - F&T,385,15,29,Seafood
Fresh Grilled Green Beans - F&T,45,5,2,Sides
Petite Zucchini Cakes - F&T,397,38,19,Entrees
Plain Grilled Chicken,226,0,4,Chicken
Sugar Snap Peas,113,8,6,Sides
Spinach Artichoke Dip,310,27,19,Appetizers
Blue Cheese Iceberg Tower - add-on,607,14,53,Salads
